taxon,life form,habitat,habit,clonality,perennial organ,plant min. height [m],plant max. height [m],indumentum,spinescence,succulence,leaf arrangement,leaf architecture,leaf position,leaf shape,leaf apex,leaf base,leaf margin,leaf min. width [cm],leaf max. width [cm],leaf min. length [cm],leaf max. length [cm],bract colour,bracteole colour,inflorescence arrangement,inflorescence orientation,flower sex,flower architecture,flower merosity,flower symmetry,flower shape,flower colour,flower orientation,petal fusion,petal colour,petal min. width [cm],petal max. width [cm],calyx colour,calyx min. length [cm],calyx max. length [cm],corolla colour,corolla tube min. length [cm],corolla tube max. length [cm],corolla tube lipped,labellum colour,labellum min. width [cm],labellum max. width [cm],spur min. length [cm],spur max. length [cm],reproduction architecture,reproduction system,stamen number,stamen arrangement,stamenoid number,stamen min. length [cm],stamen max. length [cm],staminodium,pollen colour,carpel/ovary number,gynoecium arrangement,heterostyly,pollination,reward,fruit type,fruit structure,fruit dehiscence,fruit shape,fruit colour,seed colour,seeds per fruit min,seeds per fruit max,seeds per fruit min.,seed min. width [mm],seed max. width [mm],seed min. length [mm],seed max. length [mm],seed min. diameter [mm],seed max. diameter [mm],dispersal mode,ploidy level (2n),root min. depth [cm],root max. depth [cm],source,wfo
Limonium bellidifolium,perennial,,herb,,,,,,,,,,,lanceolate,,,,,,1.5 cm,4 cm,,,,,,,,,,,,,,,,,,,lilac,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000444502
Limonium binervosum,perennial,,herb,,,0.30 m,0.70 m,glabrous,,,,,,"oblanceolate, obovate, spatulate","apiculate, acute",,,,,2 cm,15 cm,pink,,,,,,,,,,,"fused, fusion","blue, violet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000444478
Limonium humile,perennial,,herb,,,,,,,,,,,oblong,,,,,,4 cm,30 cm,,,corymb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000444756
Limonium paradoxum,perennial,,herb,,,0.30 m,0.70 m,glabrous,,,,,,"obovate, spatulate, oblanceolate","apiculate, acute",,,,,2 cm,15 cm,pink,,,,,,,,,,,"fused, fusion","violet, blue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000444613
Limonium recurvum,perennial,,herb,,,0.30 m,0.70 m,glabrous,,,,,,"obovate, spatulate, oblanceolate","apiculate, acute",,,,,2 cm,15 cm,pink,,,,,,,,,,,"fused, fusion","violet, blue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000444050
Limonium vulgare,perennial,,herb,,,,,,,,pinnate,pinnate,,"oblong, elliptic, lanceolate","obtuse, mucronate, acute",,,,,4 cm,25 cm,,,,,,,,,,,,,,,,"purple, green",,,blue-purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000443938
Limosella aquatica,annual,,scrambler,,,,,glabrous,,,,,,"elliptic, lanceolate, setiform",,,,,,,,,,,,,,,,,,,,,,,,,,"purple, lavender, white",,,,,,,,,,,4.0,,,,,,,,,,,,,,,ellipsoid,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000445870
Limosella australis,annual,,,,,,,glabrous,,,,,,setiform,,,,,,1 cm,2.5 cm,,,,,,,,,,,,,,,,,,,"orange, white",,,,,,,,,,,4.0,,,,,,,,,,,,,,,globose,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000445869
Linaria dalmatica,perennial,,,,,,,glabrous,,,,,,"ovate, lanceolate, elliptic",,,,,,,,,,,,,,,,,,,,,,,,,,yellow,2.0 cm,5.5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anemochory,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000446784
Linaria purpurea,perennial,,,,,0.30 m,1.00 m,"glabrous, pubescent",,,,,,"lanceolate, linear",,,,,,4.5 cm,4.5 cm,,,,,,,,,,,,,,,,,,,"violet, pink",0.7 cm,1.5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000447110
Linaria repens,perennial,,,rhizomatous,,0.30 m,0.80 m,"glabrous, pubescent",,,,,"whorled, alternate",linear,,,,,,1 cm,4 cm,,,,,,,,,,,,,,,,,,,"violet, white, lilac, orange",0.7 cm,1.5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000447080
Linaria supina,annual,,,,,,,pubescent,,,,,whorled,linear,,,,,,1 cm,3 cm,,,,,,,,,,,,,,,,,,,"orange, yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000446895
Linaria vulgaris,perennial,,scrambler,rhizomatous,,0.30 m,0.80 m,"glandular, glabrous, pubescent",,,,,,"lanceolate, linear",,,,,,3 cm,8 cm,,,,,,,,,,,,,,,,,,,"orange, yellow",1.5 cm,3.5 cm,,,,,,,,,,,,,,,,,,,,,,,,ovoid,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000446438
Linnaea borealis,perennial,,prostrate,,,,,hairy,,,,,opposite,"orbicular, ovate",obtuse,orbicular,"crenate, dentate",,,0.5 cm,1.5 cm,,,,,,,,,,,,,,,,,,,pink,0.5 cm,1.0 cm,,,,,,,,,4.0,,,,,,,,terminal,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000358023
Linum anglicum,perennial,,,,,0.30 m,0.60 m,"pubescent, glabrous",,,,,alternate,linear,acute,,entire,,,1 cm,2 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,globose,,,,,,,,4 mm,5 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000363437
Linum bienne,"perennial, annual",,,,,0.30 m,0.60 m,glabrous,,,,,alternate,linear,acute,,entire,0.05 cm,0.15 cm,1 cm,2.5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,globose,,,,,,,,3 mm,3 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000363872
Linum catharticum,,,,,,,,,,,,,opposite,"obovate, oblong",obtuse,,entire,,,0.5 cm,1.2 cm,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,globose,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000363831
Linum perenne,perennial,,,,,0.30 m,0.60 m,"pubescent, glabrous",,,,,alternate,linear,acute,,entire,,,1 cm,2 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,globose,,,,,,,,4 mm,5 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000363378
Linum usitatissimum,annual,,,,,,,glabrous,,,,sessile,alternate,"elliptic, oblong",,,entire,0.15 cm,0.4 cm,2.0 cm,4.0 cm,,,,,,,,,,,,,"white, blue",,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,brown,,,,2.2 mm,2.6 mm,4 mm,7 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000366385
Liparis loeselii,perennial,,herb,,,,,,,,,,,"elliptic, oblong",acute,,,,,2.5 cm,8 cm,,,,,,,,,,,,,,,,,,,,,,,green,,,,,,,,,,,,,,,,,,,,,,fusiform,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000228284
Lithospermum officinale,perennial,,,,,0.30 m,1.00 m,pubescent,,,,sessile,,"lanceolate, ovate",acute,,,,,7 cm,7 cm,,,,,,,,,,"white, yellowish, greenish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000361802
Littorella uniflora,perennial,"aquatic, aquatic/hygrophilous",herb,stoloniferous,,,,,,,,sheathing,,"cylindrical, linear",,,,,,2 cm,25 cm,,,,,unisexual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000444443
Lobelia dortmanna,"perennial, hydrophyte",,,stoloniferous,,0.20 m,1.20 m,glabrous,,,,,,linear,"recurved, obtuse",,"entire, recurved",,,2 cm,8 cm,,,,,,,,,,,,,,,,,0.5 cm,0.5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000815533
Lobelia urens,perennial,,"erect leafy, scrambler",,,0.20 m,0.80 m,glabrous,,,,,,"obovate, oblong, linear","acute, obtuse",,serrate,,,7 cm,7 cm,,,,,,,,,,,,,,,,,0.8 cm,0.8 cm,"purple, blue",1.0 cm,1.5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000814643
Lobularia maritima,"annual, perennial",,herb,,,0.10 m,0.30 m,hairy,,,,,,"lanceolate, linear",acute,,,,,2 cm,4 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,reddish-brown,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000358665
Logfia minima,,,,,,,,,,,,,,lanceolate,acute,,entire,,,0.5 cm,1.0 cm,yellowish,,clustered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000060697
Lolium arundinaceum,perennial,,"erect leafy/tussock, tussock",,,0.60 m,2.00 m,"pubescent, glabrous",,,,"involute, flat",,,,,"involute, flat",0.3 cm,1.2 cm,10 cm,60 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000878351
Lolium giganteum,perennial,,,,,0.50 m,1.50 m,"scabrous, glabrous",,,,flat,,,,,flat,0.6 cm,1.8 cm,60 cm,60 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000878391
Lolium multiflorum,annual,,"erect leafy/tussock, tussock",solitary plant,,0.30 m,1.00 m,glabrous,,,,,,,,,,1.0 cm,1.0 cm,25 cm,25 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000878425
Lolium perenne,perennial,,erect leafy/tussock,,,0.10 m,0.90 m,glabrous,,,,,,,,,,0.3 cm,0.3 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000878441
Lolium pratense,perennial,,"erect leafy/tussock, tussock",,,0.30 m,1.20 m,"pubescent, glabrous",,,,,,,,,,0.2 cm,0.8 cm,45 cm,45 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000878460
Lonicera caprifolium,,,"climber/scrambler, shrub",,,,,pubescent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"purplish, yellowish, reddish, white",4 cm,5 cm,,,,,,,,,,,,,,,,,terminal,,,,,,,globose,red,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000359853
Lonicera periclymenum,,,"climber/scrambler, shrub",,,6 m,10 m,"glabrous, pubescent",,,,,,"oblong, elliptic, ovate",acute,,,0.3 cm,0.8 cm,3 cm,7 cm,,,,,,,,,,,,,,,,,,,"purplish, yellowish, reddish, white",4 cm,5 cm,,,,,,,,,,,,,,,,,,,,,,,,globose,red,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000367818
Lonicera xylosteum,,,shrub,,,,,pubescent,,,,,,"obovate, orbicular, ovate, elliptic, rounded",acute,"cuneate, rounded",,,,3 cm,7 cm,,,,,,,,,,,,,,,,,,,"yellowish, reddish",1 cm,1 cm,lipped,,,,,,,,,,,,,,,,,,,,,,,globose,red,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000361644
Lotus angustissimus,annual,,,,,0.03 m,0.90 m,pubescent,,,,,,,,,,,,,,,,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0001060764
Lotus corniculatus,perennial,,erect leafy,stoloniferous,,0.10 m,0.50 m,"glabrous, pubescent",,,,,,,,,,,,,,,,,,,,,,,"red, orange, yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000212180
Lotus maritimus,perennial,,,,,0.10 m,0.25 m,pubescent,,,,,,,,,,,,,,,,,,,,,,,"yellow, brown",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000212213
Lotus parviflorus,perennial,,,,,0.03 m,0.90 m,"villouse, villous",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000212229
Lotus pedunculatus,perennial,,,,,0.15 m,1.00 m,"pubescent, glabrous",,,,,,,,,,,,,,,,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000212230
Lotus subbiflorus,perennial,,,,,0.03 m,0.90 m,"villouse, villous",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000212251
Lotus tenuis,perennial,,climber/scrambler,,,0.90 m,0.90 m,"pubescent, glabrous",,,,,,,,,,,,,,,,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000205262
Ludwigia palustris,perennial,"aquatic/hygrophilous, aquatic","herb, prostrate",,,0.05 m,0.60 m,glabrous,,,,,"decussate, opposite","elliptic, spatulate, ovate, oblanceolate",acuminate,,entire,0.5 cm,2 cm,1.5 cm,5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,obovoid,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000443417
Lunaria annua,annual,,herb,,,,,hairy,,,,appressed,,ovate,acuminate,,,,,,,,,,,,,,,,,,,"purple, reddish, white",,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,6.2 mm,7 mm,7.5 mm,8.5 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000362471
Lupinus arboreus,,,shrub,,,,,hairy,,,,,,,,,,,,,,,,,,,,,,,"white, bluish, yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,12.0,12.0,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000213844
Lupinus nootkatensis,perennial,,,,,1 m,1 m,"hairy, pubescent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"purple, white, bluish, blue",,,,,,,,,,,,,,,,,,,,,,,brown,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000213845
Lupinus polyphyllus,,,,,,,,,,,,palmate,,,,,,,,,,,,,,,,,,,"white, blue, pink",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000213847
Luronium natans,,"aquatic/hygrophilous, aquatic",herb,,,,,,,,,,,"elliptic, rounded, orbicular, ovate, linear",obtuse,rounded,,0.2 cm,0.2 cm,10 cm,10 cm,,,,,,,,,,"white, yellow",,,,,,,,,,,,,,,,,,,,6.0,,,,,,,10.0,,,,,,,,,,,,,,,,2.5 mm,2.5 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000683378
Luzula arcuata,perennial,,tussock,,,,,glabrous,,,,,,linear,recurved,,recurved,0.2 cm,0.2 cm,2 cm,5 cm,,,clustered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2 mm,1.2 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000777616
Luzula campestris,,,,,,,,hairy,,,,,,linear,truncate,truncate,,0.2 cm,0.4 cm,,,,,"clustered, corymb",,,,,,,brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,obovoid,,white,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000777662
Luzula forsteri,perennial,,tussock,,,,,"hairy, pubescent",,,,,,,truncate,truncate,,0.15 cm,0.3 cm,,,,,,,,,,,,"reddish, brown",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000777808
Luzula luzuloides,perennial,,tussock,,,,,"hairy, pubescent",,,,,,,,,,0.3 cm,0.6 cm,10 cm,20 cm,,,,,,,,,,"white, pink, red",erect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ovoid,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000777899
Luzula multiflora,perennial,,tussock,,,,,"hairy, pubescent",,,,,,,,,,0.6 cm,0.6 cm,,,,,"clustered, umbel",,,,,,,brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,white,,,,,,,,,,,"2n = 36, 2n = 48",,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000777930
