taxon,life form,habitat,habit,clonality,perennial organ,plant min. height [m],plant max. height [m],indumentum,spinescence,succulence,leaf arrangement,leaf architecture,leaf position,leaf shape,leaf apex,leaf base,leaf margin,leaf min. width [cm],leaf max. width [cm],leaf min. length [cm],leaf max. length [cm],bract colour,bracteole colour,inflorescence arrangement,inflorescence orientation,flower sex,flower architecture,flower merosity,flower symmetry,flower shape,flower colour,flower orientation,petal fusion,petal colour,petal min. width [cm],petal max. width [cm],calyx colour,calyx min. length [cm],calyx max. length [cm],corolla colour,corolla tube min. length [cm],corolla tube max. length [cm],corolla tube lipped,labellum colour,labellum min. width [cm],labellum max. width [cm],spur min. length [cm],spur max. length [cm],reproduction architecture,reproduction system,stamen number,stamen arrangement,stamenoid number,stamen min. length [cm],stamen max. length [cm],staminodium,pollen colour,carpel/ovary number,gynoecium arrangement,heterostyly,pollination,reward,fruit type,fruit structure,fruit dehiscence,fruit shape,fruit colour,seed colour,seeds per fruit min,seeds per fruit max,seeds per fruit min.,seed min. width [mm],seed max. width [mm],seed min. length [mm],seed max. length [mm],seed min. diameter [mm],seed max. diameter [mm],dispersal mode,ploidy level (2n),root min. depth [cm],root max. depth [cm],source,wfo
Nothocalais alpestris,,,,,,0.03 m,0.45 m,"glabrous, cilioate",,,lobed,lobed,,"linear, oblanceolate, spatulate","obtuse, attenuate",attenuate,entire,,,3 cm,20 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 18,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000063660
Nothocalais cuspidata,,,,,,0.07 m,0.35 m,"glabrous, villouse, villous, cilioate",,,,,,lanceolate,"acuminate, attenuate",attenuate,"entire, undulate",,,7 cm,30 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 18,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000090735
Nothocalais nigrescens,,,,,,0.05 m,0.35 m,"glabrous, cilioate",,,,,,"lanceolate, oblanceolate, spatulate",acute,,entire,,,4 cm,20 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000080500
Nothocalais troximoides,,,,,,0.05 m,0.45 m,"glabrous, villouse, villous, cilioate",,,,,,"lanceolate, linear",acuminate,,"entire, undulate",,,7 cm,30 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 18,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000028520
Nothoscordum bivalve,perennial,,erect leafy,"bulblet, solitary plant",,,,,,,,,,"linear, fukufirn",,truncate,entire,0.1 cm,0.5 cm,30 cm,30 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,obovoid,,,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000699261
Nothoscordum gracile,perennial,,erect leafy,bulblet,,,,,,,,,,linear,,,entire,0.4 cm,1.2 cm,20 cm,50 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,obovoid,,,8.0,12.0,12.0,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000696872
Nuphar advena,,,,,,,,,,,,,,"orbicular, orbiculate, ovate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ovoid,green,,,,,,,3 mm,6 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001086925
Nuphar microphylla,,,,,,,,,,,,,,"elliptic, ovate",,,,3.5 cm,8.5 cm,3.5 cm,13 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"globose, ovoid","purple, brown, yellow, green",,,,,,,3 mm,3 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001086843
Nuphar orbiculata,,,,,,,,,,,,,,"orbiculate, orbicular",,,,20 cm,45 cm,20 cm,45 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,globose,"greenish, yellowish",,,,,,,4 mm,6 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001224566
Nuphar polysepala,,,,,,,,,,,,,,ovate,,,,7 cm,30 cm,10 cm,45 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ovoid,"yellow, green",,,,,,,3.5 mm,5 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001086864
Nuphar sagittifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ovoid,green,,,,,,,4 mm,5 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001086871
Nuphar variegata,,,,,,,,,,,,,,"ovate, oblong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ovoid,purple-tinged,,,,,,,2.5 mm,5 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001086877
Nyctaginia capitata,,,,,,,,"glabrous, pubescent, villous, villouse",,,,,,"deltate, ovate, hastate","acute, acuminate, obtuse, truncate",hastate,"sinuate, undulate",1 cm,11 cm,3 cm,13 cm,,,,,,,,,,"yellow, orange, red",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001086616
Nymphaea ampla,,,,,,,,glabrous,spinescent,,,,,"orbicular, orbiculate, ovate",,,"dentate, spinose",15 cm,45 cm,15 cm,45 cm,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,50.0,,,0.3 cm,1.0 cm,,,,,,,,,,,,,,,,,0.9 mm,1.3 mm,1.2 mm,1.6 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000381455
Nymphaea elegans,,,,,,,,glabrous,,,,,,"orbicular, orbiculate, ovate",,,"sinuate, entire",7 cm,25 cm,8 cm,30 cm,,,,,,,,,,,,,"white, violet",,,,,,,,,,,,,,,,,55.0,,,0.1 cm,0.1 cm,,,,,,,,,,,,,,,,,0.9 mm,1.3 mm,1.1 mm,1.6 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001086854
Nymphaea jamesoniana,,,,,,,,glabrous,,,,,,elliptic,,,entire,7 cm,19 cm,8 cm,25 cm,,,,,,,,,,,,,"greenish, white",,,,,,,,,,,,,,,,,35.0,,,0.1 cm,0.1 cm,,,,,,,,,,,,,,,,,0.45 mm,0.7 mm,0.5 mm,0.8 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000382174
Nymphaea leibergii,,,,,,,,glabrous,,,,,,"elliptic, ovate",,,entire,2 cm,15 cm,3 cm,19 cm,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,20.0,,,0.02 cm,0.02 cm,,,,,,,,,,,,,,,,,1.5 mm,2 mm,2 mm,3 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000382617
Nymphaea lotus,,,,,,,,pubescent,spinescent,,,,,"orbiculate, orbicular",,,"dentate, spinose",,,,,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,0.2 cm,0.2 cm,,,,,,,,,,,,,,,,,0.9 mm,1.2 mm,1.4 mm,1.8 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000382059
Nymphaea mexicana,,,,,,,,glabrous,,,,,,"orbicular, elliptic, ovate, orbiculate",,,"sinuate, entire",7 cm,18 cm,7 cm,27 cm,,,,,,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 mm,5 mm,5 mm,5 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000382081
Nymphaea odorata,,,,,,,,"glabrous, pubescent",,,,,,"orbicular, orbiculate, ovate",,,entire,5 cm,40 cm,5 cm,40 cm,,,,,,,,,,,,,"pink, white",,,,,,,,,,,,,,,,,35.0,,,0.1 cm,0.2 cm,,,,,,,,,,,,,,,,,0.9 mm,3 mm,1.5 mm,4.5 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001086844
Nymphaea tetragona,,,,,,,,glabrous,,,,,,"elliptic, ovate",,,entire,2 cm,13 cm,3 cm,14 cm,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,30.0,,,0.02 cm,0.02 cm,,,,,,,,,,,,,,,,,1.5 mm,2 mm,2 mm,3 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000380763
Nyssa aquatica,,,"tree, tree/shrub",,,6 m,30 m,"hairy, glabrous, pubescent",,,,,,"orbicular, rounded, ovate, elliptic","acute, acuminate","rounded, cuneate","entire, dentate",2.5 cm,7.3 cm,8 cm,18 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoecious,,,,,,,,,,,,,,,,,"reddish, purple, blue, black",,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000252570
Nyssa biflora,,,"tree, tree/shrub",,,10 m,30 m,"glabrous, pubescent",,,,,,"oblanceolate, spatulate, orbicular, rounded, elliptic, ovate","obtuse, acute","rounded, cuneate","entire, dentate",1.6 cm,3.5 cm,3.7 cm,7.2 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoecious,,,,,,,,,,,,,,,,ovoid,"blue, black",,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000252573
Nyssa ogeche,,,tree/shrub,,,,,"glabrous, pubescent",,,,,,"obovate, rounded, orbicular, elliptic","obtuse, acute, acuminate","rounded, cuneate","entire, dentate",3 cm,5.5 cm,5 cm,12 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoecious,,,,,,,,,,,,,,,,ellipsoid,"yellow, orange, red",,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000252596
Nyssa sylvatica,,,"tree, tree/shrub",,,5 m,30 m,"glabrous, pubescent",,,,,,"obovate, rounded, orbicular, elliptic","acute, acuminate","rounded, cuneate",entire,2.2 cm,9.1 cm,5.5 cm,16 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoecious,,,,,,,,,,,,,,,,"ovoid, ellipsoid","blue, black",,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000252606
Ochrosia elliptica,,,"tree, shrub",,,,,glabrous,,,,decurrent,,"obovate, elliptic","acute, emarginate, obtuse",cuneate,revolute,2 cm,6 cm,5 cm,14 cm,,,,,,,,,,,,,,,,,,,,0.3 cm,0.4 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 mm,8 mm,8 mm,11 mm,,,,2n = 20,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000253112
Oclemena acuminata,,,,,,0.02 m,1.00 m,"villouse, glandular, ciliate",,,,flat,whorled,"obovate, oblanceolate, spatulate","attenuate, acuminate","attenuate, cuneate","serrate, flat, ciliate",0.2 cm,5.0 cm,2.0 cm,17.0 cm,,,corymb,,,,,,,,,,,,,,,,"white, pinkish",1.5 cm,2.0 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anemochory,2n = 18,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000082836
Oclemena nemoralis,,,,,,0.05 m,0.90 m,"scabrous, hispid, glandular",,,,,,"lanceolate, linear, rounded, orbicular","recurved, acute, obtuse",rounded,"recurved, entire, serrulate, scabrous",0.1 cm,0.8 cm,1.0 cm,6.0 cm,,,corymb,,,,,,,,,,,,,,,,"white, pink",1.1 cm,1.8 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 18,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000072855
Oclemena reticulata,,,herb,,,0.30 m,0.90 m,"pubescent, glandular",,,,,,"rounded, orbicular, obovate, elliptic, oblong","mucronate, acute, obtuse","cuneate, rounded","serrate, entire, revolute, undulate",1.0 cm,4.0 cm,2.5 cm,11.0 cm,,,corymb,,,,,,,,,,,,,,,,"white, pinkish",1.0 cm,1.9 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 18,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000006847
Odontostomum hartwegii,perennial,,,,,,,,,,,,,,attenuate,attenuate,,0.2 cm,0.8 cm,6.5 cm,25 cm,,,,,,,,,,"yellowish, white",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000753949
Oemleria cerasiformis,,,,,,,,,,,,,,,"obtuse, acute",cuneate,,1.5 cm,4 cm,5 cm,15 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 16,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000984299
Oenothera acutissima,perennial,,"herb, tussock",,,,,"glandular, bristly, pubescent, hirsute",,,lobed,lobed,,"elliptic, linear",attenuate,attenuate,dentate,0.3 cm,1.5 cm,7 cm,18 cm,,,,,,,,,,,,,"purplish, orange, reddish, yellow, brown",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dehiscent,oblanceoloid,,,,,,,,2 mm,2.5 mm,,,,2n = 14,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001087439
Oenothera albicaulis,annual,,herb,,,,,"bristly, villouse, villous",,,simple,pinnatipartite,,"oblong, spatulate, oblanceolate",,,dentate,0.3 cm,2.5 cm,1.5 cm,10 cm,,,,,,,,,,,,,"pink, white",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dehiscent,cylindrical,,,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-1200009703
Oenothera argillicola,"perennial, annual",,herb,,,,,"glandular, bristly, villouse, glabrous, hairy, villous, pubescent",,,,flat,,"linear, lanceolate, spatulate, elliptic, oblanceolate",,,"flat, dentate, entire",,,,,,,,,,,,,,,,,"yellow, orange, yellowish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dry,,,"brown, green",,,,,0.7 mm,1.1 mm,1.3 mm,1.9 mm,,,,2n = 14,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001087514
Oenothera arida,perennial,,herb,,,,,"glandular, bristly, villouse, villous, pubescent",,,,,,"spatulate, oblanceolate",,,,,,,,,,,,,,,actinomorphic,,,,,"red, pink, white",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fusiform,,"brown, yellowish",,,,1 mm,2 mm,2 mm,3.5 mm,,,,2n = 14,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000509861
Oenothera arizonica,,,,,,,,,,,,pinnatipartite,,"spatulate, lanceolate, oblanceolate",,,serrate,,,,,,,,,,,,,,,,,"pink, white",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cylindrical,,"brown, purple, yellowish",,,,,,1.6 mm,2 mm,,,,2n = 14,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001234912
Oenothera avita,perennial,,"herb, erect leafy",,,,,"glabrous, bristly, villouse, villous",,flexhy,,pinnatipartite,,"rhombic, oblong, spatulate, oblanceolate",,,"dentate, entire",0.5 cm,2 cm,1 cm,13 cm,,,,,,,,,,,,,"pink, white",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cylindrical,,"brown, black, purple, yellowish",,,,,,1 mm,2.5 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001087515
Oenothera biennis,annual,,herb,,,,,"glandular, bristly, villouse, hairy, villous, pubescent",,,lobed,"flat, lobed",,"spatulate, oblanceolate, elliptic",,,"sinuate, flat, undulate, dentate",,,,,,,,,,,,,,,,,"yellow, yellowish, white",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dry,,,green,,,,,0.6 mm,1.1 mm,1 mm,1.2 mm,,,,2n = 14.,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000389564
Oenothera boquillensis,perennial,,herb,,,,,"glandular, bristly, pubescent",,,,,,"spatulate, oblanceolate",,,,0.4 cm,1.5 cm,1 cm,13 cm,,,,,,,,zygomorphic,,,,,"red, pink, white",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fusiform,,"brown, yellowish",,,,0.8 mm,1.3 mm,1.5 mm,2.5 mm,,,,2n = 14,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001281411
Oenothera brachycarpa,,,"herb, tussock",,,,,"glandular, bristly, hirsute, hairy, pubescent",,,,pinnatipartite,,"orbicular, obovate, linear, lanceolate, rounded, elliptic","obtuse, acute",rounded,,0.3 cm,5.3 cm,3.1 cm,34 cm,,,,,,,,,,,,,"purple, orange, pink, yellow, lavender",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dehiscent,"ellipsoid, ovoid",,,,,,1.8 mm,2.2 mm,3 mm,5 mm,,,,2n = 14,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001087517
Oenothera calcicola,perennial,,"herb, erect leafy",,,,,"glandular, bristly, villouse, glabrous, hairy, villous, pubescent",,,,,,"spatulate, oblanceolate, linear",,,"sinuate, dentate",,,,,,,,,,,,zygomorphic,,,,,"red, pink, white",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ovoid,,"brown, reddish",,,,0.8 mm,1.3 mm,1.5 mm,2.5 mm,,,,2n = 14,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001281412
Oenothera canescens,,,herb,,,,,bristly,,,,,,"lanceolate, linear",acute,cuneate,,,,,,,,,,,,,,,,,,"purple, red, pink, white",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indehiscent,ovoid,,,,,,0.4 mm,0.5 mm,1.2 mm,1.5 mm,,,,2n = 14,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001087520
Oenothera cespitosa,perennial,,"herb, tussock",,,,,"glandular, bristly, villouse, glabrous, hirsute, villous, pubescent",,,"simple, lobed","lobed, pinnatipartite",,"orbicular, obovate, linear, rhombic, lanceolate, rounded, spatulate, elliptic, oblanceolate","acuminate, acute",rounded,"serrate, sinuate, dentate",0.3 cm,6.5 cm,1.7 cm,36 cm,,,,,,,,,,,,,"white, purple, pink, rose, lavender",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dehiscent,"cylindrical, ellipsoid, ovoid",,,0.2,0.7,0.7,1 mm,2.6 mm,2.1 mm,3.9 mm,,,,"2n = 14, 28",,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001087691
Oenothera cinerea,,,"herb, suffrutex, erect leafy",,,0.002 m,0.003 m,"glandular, bristly, villouse, hairy, villous, hispid, pubescent",,,simple,sessile,,"linear, lanceolate, spatulate, elliptic, oblanceolate",,,"sinuate, undulate, dentate",0.15 cm,2 cm,0.5 cm,8 cm,,,,,,,,zygomorphic,,,,,"red, pink, white",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ovoid,,"brown, reddish, yellowish",,,,0.8 mm,1.3 mm,2 mm,4 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001281413
Oenothera clelandii,annual,,herb,,,,,"glandular, bristly, pubescent",,,"simple, lobed",lobed,,"lanceolate, spatulate, oblanceolate, elliptic",,,dentate,,,,,,,,,,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brown, red, spot",,,,0.4 mm,0.8 mm,1 mm,1.9 mm,,,,2n = 14,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001087847
Oenothera coloradensis,,,,,,,,"glabrous, bristly, hirsute",,flexhy,,,,"spatulate, lanceolate, elliptic, oblanceolate",,,,1.5 cm,4 cm,4 cm,18 cm,,,,,,,,zygomorphic,,,,,"pink, white",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ellipsoid, ovoid",,"brown, yellowish",1.0,4.0,4.0,1 mm,1 mm,2 mm,3 mm,,,,2n = 14,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001281415
Oenothera coronopifolia,perennial,,herb,,,,,"bristly, hirsute",,,,pinnatipartite,,"oblong, spatulate, oblanceolate",,,,,,,,,,,,,,,,,,,,"pink, white",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dehiscent,fusiform,,,,,,1.2 mm,1.5 mm,1.5 mm,2 mm,,,,"2n = 14, 28",,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001087523
Oenothera coryi,,,"herb, tussock",,,,,"glandular, bristly, pubescent",,,lobed,lobed,,"orbicular, lanceolate, rounded, linear","attenuate, acute","attenuate, rounded",entire,0.2 cm,0.7 cm,5 cm,16 cm,,,,,,,,,,,,,"purple, yellow, orange, lavender",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dehiscent,ovoid,,,,,,2.5 mm,3.5 mm,2.5 mm,4 mm,,,,2n = 42,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001087678
Oenothera curtiflora,annual,,herb,,,,,"glandular, bristly, villouse, villous, pubescent",,,,,,"spatulate, oblanceolate",,,"sinuate, dentate",,,,,,,,,,,,actinomorphic,,,,,"pink, white",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fusiform,,"brown, reddish",3.0,3.0,3.0,1 mm,1.5 mm,2 mm,3 mm,,,,2n = 14,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001281419
Oenothera curtissii,"perennial, annual",,herb,,,,,"glandular, bristly, pubescent",,,"simple, lobed",lobed,,"oblong, spatulate, oblanceolate, elliptic",,,dentate,,,,,,,,,,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brown, red, spot",,,,0.5 mm,0.7 mm,1 mm,1.3 mm,,,,2n = 14,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001087524
Oenothera deltoides,"perennial, annual",,herb,,,,,"glandular, bristly, villouse, glabrous, hairy, villous, pubescent",,flexhy,simple,pinnatipartite,,"spatulate, lanceolate, obovate, oblanceolate",,,dentate,,,,,,,,,,,,,,,,,"pink, white",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cylindrical,,"spot, black",,,,,,1.5 mm,2.8 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001087525
Oenothera demareei,annual,,herb,,,,,bristly,,flexhy,simple,,,"lanceolate, elliptic",,,"denticulate, undulate",0.2 cm,0.8 cm,3 cm,7 cm,,,,,,,,zygomorphic,,,,,"pink, white",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ellipsoid, ovoid",,"brown, reddish, yellowish",2.0,4.0,4.0,0.7 mm,1.3 mm,1.2 mm,3 mm,,,,2n = 14,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001281420
Oenothera dodgeniana,annual,,herb,,,,,"glandular, bristly, villouse, glabrous, villous, pubescent",,flexhy,,,,"lanceolate, elliptic",,,,1 cm,3 cm,6 cm,20 cm,,,,,,,,zygomorphic,,,,,"pink, white",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ellipsoid, ovoid",,"brown, yellowish",2.0,4.0,4.0,,,2 mm,3 mm,,,,2n = 14,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001337359
Oenothera elata,"perennial, annual",,herb,,,,,"glandular, bristly, villouse, hairy, villous, pubescent",,,simple,flat,,"lanceolate, spatulate, oblanceolate, elliptic",,,"sinuate, flat, undulate, dentate",,,,,,,,,,,,,,,,,"yellow, orange",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dry,,,green,,,,,0.6 mm,1.2 mm,1 mm,1.9 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000389426
Oenothera engelmannii,annual,,herb,,,,,"bristly, villouse, villous",,,,,,"repand, lanceolate, oblong, spatulate, oblanceolate",,,"repand, dentate",1 cm,3 cm,1 cm,8 cm,,,,,,,,,,,,,"pink, white",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cylindrical,,brown,,,,,,1 mm,1.5 mm,,,,2n = 14,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001087528
Oenothera falfurriae,annual,,herb,,,,,"glandular, bristly, villouse, villous, pubescent",,,simple,pinnatipartite,,"lanceolate, spatulate, oblanceolate, elliptic",,,dentate,,,,,,,,,,,,,,,,,"yellow, orange, reddish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cylindrical,,,,,,0.3 mm,0.6 mm,0.8 mm,1.4 mm,,,,2n = 14,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001087786
Oenothera filiformis,annual,,herb,,,,,"glandular, bristly, villouse, hirsute, villous, pubescent",,flexhy,lobed,lobed,,,,,,1.5 cm,3.6 cm,8 cm,40 cm,,,,,,,,zygomorphic,,,,,"pink, white",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ellipsoid, ovoid",,"brown, reddish, yellowish",2.0,4.0,4.0,0.7 mm,1.3 mm,1.3 mm,3 mm,,,,2n = 14,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001281421
Oenothera filipes,perennial,,"herb, erect leafy",,,0.001 m,0.002 m,"glandular, bristly, villouse, glabrous, hairy, villous, pubescent",,,,,,"spatulate, lanceolate, oblanceolate, linear",,,"sinuate, dentate",0.1 cm,1.3 cm,1 cm,9 cm,,,,,,,,zygomorphic,,,,,"red, pink, white",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ovoid,,"brown, reddish, yellowish",1.0,1.0,1.0,1 mm,1.5 mm,1.5 mm,3.5 mm,,,,2n = 14,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001281422
Oenothera flava,perennial,,"herb, tussock",,,,,"glandular, bristly, glabrous, hirsute, pubescent",,,"simple, lobed",lobed,,"spatulate, oblanceolate, linear",acute,,,0.5 cm,7 cm,3.4 cm,36 cm,,,,,,,,,,,,,"yellow, orange, purple",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dehiscent,"ellipsoid, ovoid",,,,,,,,1.8 mm,2.6 mm,,,,2n = 14,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001087529
