herbarium_sheet,leaf_index,length_LM,width_LM,perimeter,area
solanum_hieronymi_1135481033,4cebbff7-d4e0-43a7-b718-a8ec550830a1__0,271.0,197.0,929.8204178980354,33858.5
solanum_hieronymi_1135481033,4cebbff7-d4e0-43a7-b718-a8ec550830a1__1,243.0,216.0,998.1463197058404,31399.0
solanum_hieronymi_1135481033,4cebbff7-d4e0-43a7-b718-a8ec550830a1__2,182.0,143.0,604.4995667241132,16232.0
solanum_hieronymi_1135481033,4cebbff7-d4e0-43a7-b718-a8ec550830a1__3,233.0,151.0,722.0559159102174,22477.5
solanum_hieronymi_1135481033,4cebbff7-d4e0-43a7-b718-a8ec550830a1__4,252.0,143.0,750.8254685,25590.5
solanum_hieronymi_1135481033,4cebbff7-d4e0-43a7-b718-a8ec550830a1__5,290.0,197.0,911.4356415871852,37409.0
solanum_lyratum_1057093976,6e887d00-35a0-4408-a881-22691d1bb245__0,125.0,92.0,371.0193359837568,8654.0
solanum_lyratum_1057093976,6e887d00-35a0-4408-a881-22691d1bb245__1,110.0,80.0,317.90663761154866,6379.0
solanum_lyratum_1057093976,6e887d00-35a0-4408-a881-22691d1bb245__2,147.0,105.0,429.30360723121896,10838.0
solanum_lyratum_1057093976,6e887d00-35a0-4408-a881-22691d1bb245__3,264.0,182.0,1129.6265504461962,25551.0
solanum_lyratum_1057093976,6e887d00-35a0-4408-a881-22691d1bb245__4,281.0,162.0,955.8031739553326,24015.0
solanum_lyratum_1057093976,6e887d00-35a0-4408-a881-22691d1bb245__5,284.0,149.0,761.9381669041263,27471.5
solanum_lichtensteinii_1056119120,2ee0f9f1-e76a-457d-a509-fb64da24afbd__0,596.0,313.0,2001.3637072235467,98981.5
solanum_umbellatum_1055358523,05b5faa6-dbdd-47de-83b1-61d23331b9db__0,651.0,242.0,1926.101731,87106.0
solanum_umbellatum_1055358523,05b5faa6-dbdd-47de-83b1-61d23331b9db__1,679.0,257.0,2037.3464632808443,111012.0
solanum_umbellatum_1055358523,05b5faa6-dbdd-47de-83b1-61d23331b9db__2,518.0,229.0,1370.0113267570468,77170.5
solanum_umbellatum_1055358523,05b5faa6-dbdd-47de-83b1-61d23331b9db__3,447.0,213.0,1193.0752518939748,66752.5
alkekengi_officinarum_1055437272,7e8c0a6c-1325-4879-bd92-aac0ef9b63a6__0,252.0,100.0,611.9554108468288,13794.0
alkekengi_officinarum_1055437272,7e8c0a6c-1325-4879-bd92-aac0ef9b63a6__1,223.0,124.0,572.1147904132627,16166.5
alkekengi_officinarum_1055437272,7e8c0a6c-1325-4879-bd92-aac0ef9b63a6__2,315.0,162.0,786.2640687119313,28378.0
alkekengi_officinarum_1055437272,7e8c0a6c-1325-4879-bd92-aac0ef9b63a6__3,302.0,156.0,797.4356415871849,24949.0
alkekengi_officinarum_1055437272,7e8c0a6c-1325-4879-bd92-aac0ef9b63a6__4,217.0,120.0,552.3574311003817,14889.0
alkekengi_officinarum_1055437272,7e8c0a6c-1325-4879-bd92-aac0ef9b63a6__5,204.0,120.0,542.6000717875013,14799.5
alkekengi_officinarum_1055437272,7e8c0a6c-1325-4879-bd92-aac0ef9b63a6__6,379.0,217.0,979.5605332682136,45480.5
alkekengi_officinarum_1055437272,7e8c0a6c-1325-4879-bd92-aac0ef9b63a6__7,374.0,225.0,967.1585130146603,51919.5
alkekengi_officinarum_1055437272,7e8c0a6c-1325-4879-bd92-aac0ef9b63a6__8,301.0,164.0,774.3645737753195,28181.5
solanum_swartzianum_1057583810,0b435f25-7059-4a9c-a8af-05a45b52fdfd__0,207.0,107.0,574.7422074112324,14197.5
solanum_swartzianum_1057583810,0b435f25-7059-4a9c-a8af-05a45b52fdfd__1,87.0,46.0,223.4802307403554,2455.0
solanum_swartzianum_1057583810,0b435f25-7059-4a9c-a8af-05a45b52fdfd__2,65.0,45.0,180.65180361560917,1929.0
solanum_swartzianum_1057583810,0b435f25-7059-4a9c-a8af-05a45b52fdfd__3,147.0,77.0,400.4335495461301,7530.5
solanum_swartzianum_1057583810,0b435f25-7059-4a9c-a8af-05a45b52fdfd__4,88.0,45.0,221.4802307403556,2717.0
solanum_swartzianum_1057583810,0b435f25-7059-4a9c-a8af-05a45b52fdfd__5,98.0,43.0,244.2081528017135,2856.5
solanum_swartzianum_1057583810,0b435f25-7059-4a9c-a8af-05a45b52fdfd__6,205.0,96.0,522.0731598529198,10510.0
solanum_swartzianum_1057583810,0b435f25-7059-4a9c-a8af-05a45b52fdfd__7,148.0,61.0,364.2914139,5363.5
solanum_swartzianum_1057583810,0b435f25-7059-4a9c-a8af-05a45b52fdfd__8,189.0,79.0,471.5878784786811,10082.0
solanum_swartzianum_1057583810,0b435f25-7059-4a9c-a8af-05a45b52fdfd__9,196.0,107.0,591.6295090390241,12106.5
solanum_swartzianum_1057583810,0b435f25-7059-4a9c-a8af-05a45b52fdfd__10,179.0,77.0,439.9310242291887,9395.0
solanum_swartzianum_1057583810,0b435f25-7059-4a9c-a8af-05a45b52fdfd__11,88.0,50.0,225.96551211459416,2791.0
solanum_swartzianum_1057583810,0b435f25-7059-4a9c-a8af-05a45b52fdfd__12,300.0,130.0,763.1513703,23558.0
solanum_swartzianum_1057583810,0b435f25-7059-4a9c-a8af-05a45b52fdfd__13,285.0,92.0,654.2985565973363,15620.0
solanum_swartzianum_1057583810,0b435f25-7059-4a9c-a8af-05a45b52fdfd__14,175.0,76.0,457.00209204105425,7671.5
solanum_swartzianum_1057583810,0b435f25-7059-4a9c-a8af-05a45b52fdfd__15,287.0,102.0,686.2813126546338,17650.5
solanum_swartzianum_1057583810,0b435f25-7059-4a9c-a8af-05a45b52fdfd__16,342.0,106.0,818.9848480983517,22423.0
solanum_swartzianum_1057583810,0b435f25-7059-4a9c-a8af-05a45b52fdfd__17,378.0,143.0,918.2224381515888,37221.5
solanum_lycopersicum_1135484691,2e9fe8ed-5aeb-48eb-934d-755a22118f59__0,59.0,43.0,182.95331880577413,1738.5
solanum_lycopersicum_1135484691,2e9fe8ed-5aeb-48eb-934d-755a22118f59__1,34.0,33.0,104.66904755831207,737.5
solanum_lycopersicum_1135484691,2e9fe8ed-5aeb-48eb-934d-755a22118f59__2,36.0,35.0,116.8111832,860.5
solanum_lycopersicum_1135484691,2e9fe8ed-5aeb-48eb-934d-755a22118f59__3,238.0,166.0,789.7371567773499,21713.5
solanum_lycopersicum_1135484691,2e9fe8ed-5aeb-48eb-934d-755a22118f59__4,162.0,110.0,492.0731598529199,11757.0
solanum_lycopersicum_1135484691,2e9fe8ed-5aeb-48eb-934d-755a22118f59__5,73.0,51.0,201.82337649086313,2349.0
solanum_lycopersicum_1135484691,2e9fe8ed-5aeb-48eb-934d-755a22118f59__6,95.0,63.0,273.27922061357896,3928.0
solanum_lycopersicum_1135484691,2e9fe8ed-5aeb-48eb-934d-755a22118f59__7,67.0,46.0,183.43860018001263,1810.5
solanum_lycopersicum_1135484691,2e9fe8ed-5aeb-48eb-934d-755a22118f59__8,212.0,144.0,678.7249634685298,18000.0
solanum_lycopersicum_1135484691,2e9fe8ed-5aeb-48eb-934d-755a22118f59__9,73.0,55.0,212.99494936611688,2769.0
solanum_lycopersicum_1135484691,2e9fe8ed-5aeb-48eb-934d-755a22118f59__10,188.0,157.0,631.2691193458138,16383.0
solanum_lycopersicum_1135484691,2e9fe8ed-5aeb-48eb-934d-755a22118f59__11,82.0,63.0,240.3086578651018,3557.0
solanum_lycopersicum_1135484691,2e9fe8ed-5aeb-48eb-934d-755a22118f59__12,201.0,142.0,731.5950211536185,16485.5
solanum_lycopersicum_1135484691,2e9fe8ed-5aeb-48eb-934d-755a22118f59__13,69.0,55.0,205.48023074035552,2638.0
solanum_lycopersicum_1135484691,2e9fe8ed-5aeb-48eb-934d-755a22118f59__14,201.0,131.0,675.5706345359788,14663.5
solanum_dulcamara_1135479385,00ed8254-b209-4acd-9bb5-791bfc52d387__0,73.0,44.0,191.82337649086304,2040.0
solanum_dulcamara_1135479385,00ed8254-b209-4acd-9bb5-791bfc52d387__1,46.0,33.0,127.3969696196699,1007.0
solanum_dulcamara_1135479385,00ed8254-b209-4acd-9bb5-791bfc52d387__2,42.0,28.0,113.15432893255064,746.5
solanum_dulcamara_1135479385,00ed8254-b209-4acd-9bb5-791bfc52d387__3,42.0,23.0,113.3969696196699,653.0
solanum_dulcamara_1135479385,00ed8254-b209-4acd-9bb5-791bfc52d387__4,32.0,23.0,89.254834,470.0
solanum_dulcamara_1135479385,00ed8254-b209-4acd-9bb5-791bfc52d387__5,117.0,42.0,270.7939392393405,3139.0
solanum_dulcamara_1135479385,00ed8254-b209-4acd-9bb5-791bfc52d387__6,34.0,24.0,96.76955262170044,583.0
solanum_dulcamara_1135479385,00ed8254-b209-4acd-9bb5-791bfc52d387__7,37.0,21.0,93.84062043,505.5
solanum_dulcamara_1135479385,00ed8254-b209-4acd-9bb5-791bfc52d387__8,219.0,90.0,548.2396821,11571.0
solanum_dulcamara_1135479385,00ed8254-b209-4acd-9bb5-791bfc52d387__9,56.0,30.0,139.53910524340088,1018.0
solanum_dulcamara_1135479385,00ed8254-b209-4acd-9bb5-791bfc52d387__10,197.0,89.0,487.1858582251283,9831.0
solanum_dulcamara_1135479385,00ed8254-b209-4acd-9bb5-791bfc52d387__11,81.0,47.0,202.79393923934023,2341.0
solanum_dulcamara_1135479385,00ed8254-b209-4acd-9bb5-791bfc52d387__12,68.0,36.0,170.9533188057741,1630.5
solanum_dulcamara_1135479385,00ed8254-b209-4acd-9bb5-791bfc52d387__13,217.0,85.0,538.9188309203687,10372.5
solanum_dulcamara_1135479385,00ed8254-b209-4acd-9bb5-791bfc52d387__14,243.0,104.0,606.2569260369937,15574.5
solanum_dulcamara_1135479385,00ed8254-b209-4acd-9bb5-791bfc52d387__15,185.0,80.0,458.63455967290696,9251.5
solanum_dulcamara_1135479385,00ed8254-b209-4acd-9bb5-791bfc52d387__16,215.0,92.0,546.8254685,12224.5
solanum_dulcamara_1135479385,00ed8254-b209-4acd-9bb5-791bfc52d387__17,192.0,78.0,469.84776310850344,8920.0
solanum_dulcamara_1135479385,00ed8254-b209-4acd-9bb5-791bfc52d387__18,193.0,74.0,474.31580054003945,8734.5
solanum_dulcamara_1135479385,00ed8254-b209-4acd-9bb5-791bfc52d387__19,245.0,108.0,688.1808075912456,13400.0
solanum_dulcamara_1135479385,00ed8254-b209-4acd-9bb5-791bfc52d387__20,175.0,66.0,428.4579361637702,6584.5
solanum_dulcamara_1135479385,00ed8254-b209-4acd-9bb5-791bfc52d387__21,218.0,90.0,538.7594513539352,11460.0
solanum_dulcamara_1135479385,00ed8254-b209-4acd-9bb5-791bfc52d387__22,214.0,92.0,534.2325394,12254.5
solanum_dulcamara_1135479385,00ed8254-b209-4acd-9bb5-791bfc52d387__23,137.0,58.0,354.8183258569803,4713.0
solanum_dulcamara_1135479385,00ed8254-b209-4acd-9bb5-791bfc52d387__24,234.0,92.0,589.0681092,11833.0
solanum_dulcamara_1135479385,00ed8254-b209-4acd-9bb5-791bfc52d387__25,173.0,70.0,424.7178207935926,7319.5
solanum_dulcamara_1135479385,00ed8254-b209-4acd-9bb5-791bfc52d387__26,237.0,99.0,594.6589462905467,13949.5
solanum_dulcamara_1135479385,00ed8254-b209-4acd-9bb5-791bfc52d387__27,216.0,91.0,582.3401871576792,10939.5
solanum_accrescens_1135479263,0e553586-a622-4369-9382-391fa8698fb7__0,133.0,36.0,328.8355697996831,2293.5
solanum_accrescens_1135479263,0e553586-a622-4369-9382-391fa8698fb7__1,582.0,364.0,1967.682466356414,117952.5
solanum_accrescens_1135479263,0e553586-a622-4369-9382-391fa8698fb7__2,498.0,270.0,1329.6509370638366,77727.0
solanum_accrescens_1135479263,0e553586-a622-4369-9382-391fa8698fb7__3,675.0,328.0,1667.976838871642,138273.5
solanum_ternatum_1057244026,2a45f826-40e4-4280-b785-4ea64b195a75__0,244.0,172.0,965.8620484583784,17519.0
solanum_ternatum_1057244026,2a45f826-40e4-4280-b785-4ea64b195a75__1,161.0,58.0,442.9604614807115,5883.0
solanum_nigrum_1135481129,6a4bb8fa-c91d-46fd-916c-581ebf0f9868__0,91.0,54.0,283.6223663640866,3336.0
solanum_nigrum_1135481129,6a4bb8fa-c91d-46fd-916c-581ebf0f9868__1,115.0,49.0,302.3502884254445,2930.5
solanum_nigrum_1135481129,6a4bb8fa-c91d-46fd-916c-581ebf0f9868__2,196.0,89.0,481.3036072312191,9653.0
solanum_nigrum_1135481129,6a4bb8fa-c91d-46fd-916c-581ebf0f9868__3,64.0,38.0,170.2670273047589,1497.5
solanum_nigrum_1135481129,6a4bb8fa-c91d-46fd-916c-581ebf0f9868__4,60.0,24.0,145.15432893255075,1010.5
solanum_nigrum_1135481129,6a4bb8fa-c91d-46fd-916c-581ebf0f9868__5,243.0,131.0,698.1980515339484,19426.5
solanum_nigrum_1135481129,6a4bb8fa-c91d-46fd-916c-581ebf0f9868__6,163.0,87.0,435.5046173579956,9318.0
solanum_nigrum_1135481129,6a4bb8fa-c91d-46fd-916c-581ebf0f9868__7,188.0,177.0,616.6833329081871,19425.5
solanum_nigrum_1135481129,6a4bb8fa-c91d-46fd-916c-581ebf0f9868__8,44.0,25.0,114.22539674441612,691.0
solanum_nigrum_1135481129,6a4bb8fa-c91d-46fd-916c-581ebf0f9868__9,183.0,109.0,531.1025971044428,11478.0
solanum_nigrum_1135481129,6a4bb8fa-c91d-46fd-916c-581ebf0f9868__10,245.0,114.0,625.3696244,16847.5
solanum_nigrum_1135481129,6a4bb8fa-c91d-46fd-916c-581ebf0f9868__11,209.0,130.0,563.9310242,17210.0
solanum_nigrum_1135481129,6a4bb8fa-c91d-46fd-916c-581ebf0f9868__12,193.0,83.0,497.7888886054579,10276.0
solanum_nigrum_1135481129,6a4bb8fa-c91d-46fd-916c-581ebf0f9868__13,209.0,128.0,543.4873734152932,16691.5
solanum_nigrum_1135481129,6a4bb8fa-c91d-46fd-916c-581ebf0f9868__14,331.0,174.0,933.3351365,32607.5
solanum_nigrum_1135481129,6a4bb8fa-c91d-46fd-916c-581ebf0f9868__15,353.0,196.0,1001.4600282048252,43142.0
solanum_nigrum_1056328130,0cb9a5a6-a613-4d59-8f7c-1da0cfd54ef0__0,339.0,217.0,941.4772721475282,46964.5
solanum_nigrum_1056328130,0cb9a5a6-a613-4d59-8f7c-1da0cfd54ef0__1,234.0,195.0,953.4772721,25248.5
solanum_nigrum_1056328130,0cb9a5a6-a613-4d59-8f7c-1da0cfd54ef0__2,498.0,351.0,1705.9839815465791,115754.0
solanum_nigrum_1056328130,0cb9a5a6-a613-4d59-8f7c-1da0cfd54ef0__3,162.0,106.0,469.9310242291889,11310.0
solanum_nigrum_1056328130,0cb9a5a6-a613-4d59-8f7c-1da0cfd54ef0__4,336.0,171.0,873.5361466505733,35924.5
solanum_villosum_1135483955,4aa1a797-059a-4eb2-81f2-7f8a1f38808e__0,113.0,73.0,310.8772003600258,5147.0
solanum_villosum_1135483955,4aa1a797-059a-4eb2-81f2-7f8a1f38808e__1,99.0,73.0,305.22034611053346,5091.0
solanum_villosum_1135483955,4aa1a797-059a-4eb2-81f2-7f8a1f38808e__2,45.0,35.0,129.63961030678917,1076.5
solanum_villosum_1135483955,4aa1a797-059a-4eb2-81f2-7f8a1f38808e__3,105.0,75.0,291.72287142747496,4889.5
solanum_villosum_1135483955,4aa1a797-059a-4eb2-81f2-7f8a1f38808e__4,140.0,111.0,419.7300141024123,9154.0
solanum_villosum_1135483955,4aa1a797-059a-4eb2-81f2-7f8a1f38808e__5,186.0,111.0,534.7005768508895,12202.0
solanum_villosum_1135483955,4aa1a797-059a-4eb2-81f2-7f8a1f38808e__6,55.0,49.0,167.33809511662432,1792.0
solanum_villosum_1135483955,4aa1a797-059a-4eb2-81f2-7f8a1f38808e__7,73.0,42.0,189.58073580374364,2042.5
solanum_villosum_1135483955,4aa1a797-059a-4eb2-81f2-7f8a1f38808e__8,108.0,76.0,303.22034611053346,5349.0
solanum_villosum_1135483955,4aa1a797-059a-4eb2-81f2-7f8a1f38808e__9,163.0,126.0,476.90158697766606,12612.0
solanum_villosum_1135483955,4aa1a797-059a-4eb2-81f2-7f8a1f38808e__10,206.0,153.0,597.5290039756356,18192.0
solanum_villosum_1135483955,4aa1a797-059a-4eb2-81f2-7f8a1f38808e__11,344.0,231.0,962.6660889654846,48856.0
solanum_villosum_1135483955,4aa1a797-059a-4eb2-81f2-7f8a1f38808e__12,244.0,193.0,725.5533905932759,29370.0
solanum_villosum_1135483955,4aa1a797-059a-4eb2-81f2-7f8a1f38808e__13,343.0,264.0,1014.6904755831245,55143.0
solanum_schlechtendalianum_1055493990,4bd22c42-49f9-407e-8b5a-0eaf3b4f7313__0,320.0,228.0,935.2590180780484,33893.0
solanum_schlechtendalianum_1055493990,4bd22c42-49f9-407e-8b5a-0eaf3b4f7313__1,644.0,381.0,1763.457069611998,139726.5
solanum_schlechtendalianum_1055493990,4bd22c42-49f9-407e-8b5a-0eaf3b4f7313__2,560.0,309.0,1454.5554826343312,110636.5
solanum_schlechtendalianum_1055493990,4bd22c42-49f9-407e-8b5a-0eaf3b4f7313__3,665.0,309.0,1628.5281374238637,128540.0
solanum_caripense_1055592863,7b32b240-ef71-456f-ba20-8f398726a5fa__0,196.0,69.0,463.7056274847723,9603.0
solanum_caripense_1055592863,7b32b240-ef71-456f-ba20-8f398726a5fa__1,156.0,92.0,406.5340546095184,9043.0
solanum_caripense_1055592863,7b32b240-ef71-456f-ba20-8f398726a5fa__2,78.0,28.0,192.16652224137073,1359.0
solanum_caripense_1055592863,7b32b240-ef71-456f-ba20-8f398726a5fa__3,268.0,171.0,731.7127701597097,27574.5
solanum_caripense_1055592863,7b32b240-ef71-456f-ba20-8f398726a5fa__5,206.0,79.0,486.23253941935354,9893.5
solanum_caripense_1055592863,7b32b240-ef71-456f-ba20-8f398726a5fa__6,182.0,83.0,447.01933598375706,9974.0
solanum_caripense_1055592863,7b32b240-ef71-456f-ba20-8f398726a5fa__7,181.0,91.0,450.0315292925771,11179.5
solanum_caripense_1055592863,7b32b240-ef71-456f-ba20-8f398726a5fa__8,115.0,50.0,291.32085117392165,4028.5
solanum_caripense_1055592863,7b32b240-ef71-456f-ba20-8f398726a5fa__9,181.0,85.0,448.5168106668157,10237.5
solanum_1135479559,5ffe0119-50ec-4fb7-9bb9-ae7c73ab434a__0,247.0,102.0,632.1564209736056,15954.0
solanum_1135479559,5ffe0119-50ec-4fb7-9bb9-ae7c73ab434a__1,119.0,61.0,298.7350647362948,4706.0
solanum_1135479559,5ffe0119-50ec-4fb7-9bb9-ae7c73ab434a__2,306.0,120.0,834.3229432149766,19059.0
solanum_1135479559,5ffe0119-50ec-4fb7-9bb9-ae7c73ab434a__3,306.0,155.0,804.8670990922606,30604.0
solanum_1135479559,5ffe0119-50ec-4fb7-9bb9-ae7c73ab434a__4,437.0,229.0,1265.8519471906134,60531.0
solanum_stupefactum_1135489109,2bc9c2c2-adf6-423e-acfa-fbbfb1e2db98__0,145.0,85.0,416.53405460951853,8869.0
solanum_stupefactum_1135489109,2bc9c2c2-adf6-423e-acfa-fbbfb1e2db98__1,188.0,93.0,501.58787847868143,11902.0
solanum_stupefactum_1135489109,2bc9c2c2-adf6-423e-acfa-fbbfb1e2db98__2,360.0,193.0,933.1585130146603,47800.5
solanum_morellifolium_1055515364,4f2ac9b4-3d89-402d-8a3f-e12c768fece6__0,164.0,51.0,386.2325394193535,3790.5
solanum_morellifolium_1055515364,4f2ac9b4-3d89-402d-8a3f-e12c768fece6__1,346.0,118.0,894.4650788387077,15343.0
solanum_morellifolium_1055515364,4f2ac9b4-3d89-402d-8a3f-e12c768fece6__2,209.0,95.0,603.4284989122477,13918.5
solanum_morellifolium_1055515364,4f2ac9b4-3d89-402d-8a3f-e12c768fece6__3,170.0,61.0,454.8010819142777,6301.5
solanum_morellifolium_1055515364,4f2ac9b4-3d89-402d-8a3f-e12c768fece6__4,46.0,21.0,111.9827560572968,519.5
solanum_morellifolium_1055515364,4f2ac9b4-3d89-402d-8a3f-e12c768fece6__5,162.0,66.0,404.91883092036875,3623.5
solanum_morellifolium_1055515364,4f2ac9b4-3d89-402d-8a3f-e12c768fece6__6,293.0,107.0,807.6366517139613,19057.0
solanum_morellifolium_1055515364,4f2ac9b4-3d89-402d-8a3f-e12c768fece6__7,192.0,128.0,571.5290039756359,14667.0
solanum_morellifolium_1055515364,4f2ac9b4-3d89-402d-8a3f-e12c768fece6__8,117.0,67.0,303.5634919,5197.0
solanum_morellifolium_1055515364,4f2ac9b4-3d89-402d-8a3f-e12c768fece6__9,128.0,55.0,309.7645019878177,4422.0
solanum_morellifolium_1055515364,4f2ac9b4-3d89-402d-8a3f-e12c768fece6__10,311.0,154.0,919.6610383316016,23407.0
solanum_morellifolium_1055515364,4f2ac9b4-3d89-402d-8a3f-e12c768fece6__11,270.0,105.0,643.4284989122476,17007.5
solanum_morellifolium_1055515364,4f2ac9b4-3d89-402d-8a3f-e12c768fece6__12,182.0,92.0,494.55844122715865,9999.0
solanum_morellifolium_1055515364,4f2ac9b4-3d89-402d-8a3f-e12c768fece6__13,260.0,129.0,674.7422074112325,18361.5
solanum_morellifolium_1055515364,4f2ac9b4-3d89-402d-8a3f-e12c768fece6__14,210.0,86.0,503.4457428549501,10751.0
solanum_morellifolium_1055515364,4f2ac9b4-3d89-402d-8a3f-e12c768fece6__15,196.0,104.0,625.3279938488593,10408.0
solanum_morellifolium_1055515364,4f2ac9b4-3d89-402d-8a3f-e12c768fece6__16,263.0,125.0,660.9848480983516,24050.0
solanum_morellifolium_1055515364,4f2ac9b4-3d89-402d-8a3f-e12c768fece6__17,151.0,84.0,391.4041122946073,8483.5
solanum_morellifolium_1055515364,4f2ac9b4-3d89-402d-8a3f-e12c768fece6__18,211.0,100.0,527.9726547895318,12163.5
solanum_corneliomulleri_1135484796,2d60a910-ba70-4b32-8d77-0515ab928b2c__0,69.0,42.0,186.99494936611683,1710.0
solanum_corneliomulleri_1135484796,2d60a910-ba70-4b32-8d77-0515ab928b2c__1,34.0,22.0,98.08326112068518,398.0
solanum_corneliomulleri_1135484796,2d60a910-ba70-4b32-8d77-0515ab928b2c__2,50.0,35.0,136.12489168102778,1124.5
solanum_corneliomulleri_1135484796,2d60a910-ba70-4b32-8d77-0515ab928b2c__3,119.0,43.0,309.9066376115488,3239.0
solanum_campylacanthum_1055621210,0ac22ef8-57d9-43d7-bf13-47532fda09eb__0,87.0,53.0,227.58073580374383,3138.5
solanum_campylacanthum_1055621210,0ac22ef8-57d9-43d7-bf13-47532fda09eb__1,60.0,55.0,188.50966799187825,2402.0
solanum_campylacanthum_1055621210,0ac22ef8-57d9-43d7-bf13-47532fda09eb__2,72.0,57.0,221.13708498984775,2983.0
solanum_campylacanthum_1055621210,0ac22ef8-57d9-43d7-bf13-47532fda09eb__3,87.0,76.0,265.0782104868023,4480.0
solanum_campylacanthum_1055621210,0ac22ef8-57d9-43d7-bf13-47532fda09eb__4,93.0,84.0,305.62236636408653,5269.0
solanum_campylacanthum_1055621210,0ac22ef8-57d9-43d7-bf13-47532fda09eb__5,119.0,76.0,317.07821048680245,5813.0
solanum_campylacanthum_1055621210,0ac22ef8-57d9-43d7-bf13-47532fda09eb__6,96.0,83.0,289.80613254816035,5490.5
solanum_campylacanthum_1055621210,0ac22ef8-57d9-43d7-bf13-47532fda09eb__7,67.0,64.0,212.8944443027285,3141.5
solanum_campylacanthum_1055621210,0ac22ef8-57d9-43d7-bf13-47532fda09eb__8,83.0,78.0,254.69343417595212,4187.5
lycium_barbarum_2446348133,0e7d95dd-2e6f-4134-b842-21552246b023__0,89.0,36.0,233.3797256769672,1377.5
lycium_barbarum_2446348133,0e7d95dd-2e6f-4134-b842-21552246b023__1,95.0,37.0,221.6812408671321,1653.0
lycium_barbarum_2446348133,0e7d95dd-2e6f-4134-b842-21552246b023__2,73.0,24.0,164.22539674441617,941.0
lycium_barbarum_2446348133,0e7d95dd-2e6f-4134-b842-21552246b023__3,84.0,23.0,186.22539674441623,1187.0
lycium_barbarum_2446348133,0e7d95dd-2e6f-4134-b842-21552246b023__4,138.0,37.0,315.17871555019076,2970.5
lycium_barbarum_2446348133,0e7d95dd-2e6f-4134-b842-21552246b023__5,153.0,48.0,348.3502884254447,4716.5
lycium_barbarum_2446348133,0e7d95dd-2e6f-4134-b842-21552246b023__6,57.0,24.0,131.29646455628156,570.5
lycium_barbarum_2446348133,0e7d95dd-2e6f-4134-b842-21552246b023__7,98.0,32.0,222.61017305526656,1809.5
lycium_barbarum_2446348133,0e7d95dd-2e6f-4134-b842-21552246b023__8,134.0,49.0,314.9360748630715,3656.0
lycium_barbarum_2446348133,0e7d95dd-2e6f-4134-b842-21552246b023__9,108.0,32.0,242.5512985522211,1742.5
solanum_cheesmaniae_1057025417,7dab6db4-ce3f-44bf-a6f3-cda5e48aa110__0,51.0,26.0,150.81118318204304,880.5
solanum_cheesmaniae_1057025417,7dab6db4-ce3f-44bf-a6f3-cda5e48aa110__1,26.0,18.0,70.52691193458115,254.5
solanum_cheesmaniae_1057025417,7dab6db4-ce3f-44bf-a6f3-cda5e48aa110__2,39.0,25.0,111.74011537017756,644.0
solanum_cheesmaniae_1057025417,7dab6db4-ce3f-44bf-a6f3-cda5e48aa110__3,19.0,16.0,57.21320343559641,213.5
solanum_cheesmaniae_1057025417,7dab6db4-ce3f-44bf-a6f3-cda5e48aa110__4,47.0,32.0,137.15432893255067,931.5
solanum_cheesmaniae_1057025417,7dab6db4-ce3f-44bf-a6f3-cda5e48aa110__5,47.0,20.0,111.254834,563.0
solanum_cheesmaniae_1057025417,7dab6db4-ce3f-44bf-a6f3-cda5e48aa110__6,33.0,21.0,83.84062043356592,352.5
solanum_cheesmaniae_1057025417,7dab6db4-ce3f-44bf-a6f3-cda5e48aa110__7,50.0,35.0,147.53910524340097,1089.0
solanum_cheesmaniae_1057025417,7dab6db4-ce3f-44bf-a6f3-cda5e48aa110__8,43.0,26.0,117.15432893255064,777.5
solanum_cheesmaniae_1057025417,7dab6db4-ce3f-44bf-a6f3-cda5e48aa110__9,39.0,18.0,101.49747468305829,355.5
solanum_cheesmaniae_1057025417,7dab6db4-ce3f-44bf-a6f3-cda5e48aa110__10,29.0,25.0,84.18376618407355,470.5
solanum_cheesmaniae_1057025417,7dab6db4-ce3f-44bf-a6f3-cda5e48aa110__11,44.0,27.0,118.91168824543136,829.0
solanum_cheesmaniae_1057025417,7dab6db4-ce3f-44bf-a6f3-cda5e48aa110__12,25.0,13.0,63.79898987322331,239.0
solanum_cheesmaniae_1057025417,7dab6db4-ce3f-44bf-a6f3-cda5e48aa110__13,21.0,14.0,56.28427124746188,122.0
solanum_cheesmaniae_1057025417,7dab6db4-ce3f-44bf-a6f3-cda5e48aa110__14,27.0,20.0,77.69848480983497,384.5
solanum_cheesmaniae_1057025417,7dab6db4-ce3f-44bf-a6f3-cda5e48aa110__15,55.0,35.0,142.8111832,1099.5
solanum_cheesmaniae_1057025417,7dab6db4-ce3f-44bf-a6f3-cda5e48aa110__16,46.0,28.0,139.254834,847.0
solanum_cheesmaniae_1057025417,7dab6db4-ce3f-44bf-a6f3-cda5e48aa110__17,53.0,30.0,142.3259018078045,1160.5
solanum_cheesmaniae_1057025417,7dab6db4-ce3f-44bf-a6f3-cda5e48aa110__18,62.0,33.0,155.2964645562816,1333.5
solanum_cheesmaniae_1057025417,7dab6db4-ce3f-44bf-a6f3-cda5e48aa110__19,47.0,26.0,128.5685424949237,717.0
solanum_cheesmaniae_1057025417,7dab6db4-ce3f-44bf-a6f3-cda5e48aa110__20,32.0,27.0,101.8406204335659,660.5
